"Name","mmax","Mmax","R.A.","Dec.","z","Type"
"LSQ14tc","20.5","-16","13:27:29.80","-30:33:31.3","0.05","Ia"
"LSQ14vu","20","-18.9","10:27:48.97","-19:16:25.1","0.13","Ia"
"LSQ14vw","19.4","-19","13:17:37.00","-12:15:04.6","0.1","Ia"
"LSQ14xi","20.5","-16","12:30:41.17","-13:46:21.9","0.05","Ia"
"LSQ14xm","20.8","-18.5","09:05:29.88","+09:56:12.0","0.16","Ia"
"LSQ14xp","20.3","-19","10:31:03.58","+19:02:01.6","0.16","Ia"
"LSQ14yf","20.5","-19.2","14:02:36.66","-18:06:13.5","0.19","Ia"
"LSQ15y","21.1","-16","11:38:46.60","-11:03:15.9","0.07","Ia"
"MARA","23.2","-17","10:17:33.6810,10:17:33.681","-02:29:10.085","0.2","Ia"
"MASTER OT J033640.80+355213.6","18","-19","03:36:40.80,03:36:40.8","+35:52:13.6","0.05","Ia"
"MASTER OT J062509.46+283255.1","17","-18.6","06:25:09.46","+28:32:55.1","0.029","Ia"
"MASTER OT J133253.32+355733.3","16.7","-20","13:32:53.32","+35:57:33.3","0.06","Ia"
"MASTER OT J140804.26-115949.7","17.1","-18.8","14:08:04.26","-11:59:49.7","0.034","Ia"
"MASTER OT J160432.41+122840.7","17.5","-18.81","16:04:32.41","+12:28:40.7","0.0408","Ia"
"MASTER OT J162412.26+091303.0","16.6","-20","16:24:12.26","+09:13:03.0","0.04","Ia"
"MLS111018:035322+190349","","","03:53:22.49,03:53:22.488","+19:03:49.2,+19:03:49.32","","Ia"
"MLS120429:134155-143539","19.7","-19.35","13:41:55.33","-14:35:38.5","0.141","Ia"
"PAMELA","22.6","-16.4","10:40:17.2140,10:40:17.214","-01:49:09.687","0.14","Ia"
"PS1-1000302","18.2","-19","16:33:43.094","+54:42:04.18","0.061","Ia"
"PS1-1000303","19.5","-19.29","17:11:52.827","+43:36:57.06","0.126","Ia"
"PS1-1000790","18.2","-24","21:33:28.573","+10:20:39.54","0.5","Ia"
"PS1-1000791","19.4","-20","20:45:13.0890,20:45:13.089","-06:56:11.090","0.2","Ia"
"PS1-10ayu","19.1","-19.4","22:28:13.760,22:28:13.76","-08:04:35.49","0.11","Ia"
"PS1-10bik","17.5","-19","22:45:30.150,22:45:30.15","+23:22:53.54","0.05","Ia"
"PS1-11kk","22.7","-18","16:10:49.277,16:10:49.278","+55:15:05.31,+55:15:05.25,+55:15:05.32","0.3","Ia"
"PS1-11kl","21.3","-19.1","16:21:20.254,16:21:20.249","+55:00:19.76","0.26","Ia"
"PS1-11xo","18.9","-18.7","13:47:40.73","+59:01:07.2","0.072","Ia"
"PS1-12aiv","18.8","-19","15:21:48.92","+50:04:21.0","0.09","Ia"
"PS1-12axn","17.6","","16:50:29.65","+45:44:19.2","","Ia"
"PS1-12axo","19.8","","16:52:35.26","+39:02:08.5","","Ia"
"PS1-12bwh","18.9","-16.2","07:09:24.29","+39:06:15.8","0.023","Ia Pec"
"PS1-12chw","21.21","","","","","Ia"
"PS1-12cnr","20.33","","","","","Ia"
"PS1-12ql","18","-18","15:36:58.16","+03:59:49.4","0.04","Ia"
"PS1-13a","21.2","","","","","Ia"
"PS1-13abf","20.21","","","","","Ia"
"PS1-13adg","21.71","","","","","Ia"
"PS1-13arv","20.98","","","","","Ia"
"PS1-13ayn","22.01","","","","","Ia"
"PS1-13bog","22.57","","","","","Ia"
"PS1-13bqb","22.32","","","","","Ia"
"PS1-13bqg","20.9","","","","","Ia"
"PS1-13bqv","21.64","","","","","Ia"
"PS1-13brf","22.68","","","","","Ia"
"PS1-13buf","22.6","","","","","Ia"
"PS1-13bus","22.91","","","","","Ia"
"PS1-13bvc","21.9","","","","","Ia"
"PS1-13bzk","21.38","","","","","Ia"
"PS1-13cai","21.99","","","","","Ia"
"PS1-13can","22.04","","","","","Ia"
"PS1-13cpv","19.7","-19","21:26:03.89","-06:37:09.0","0.12","Ia"
"PS1-13cpw","19.9","-19.3","22:37:13.40","+06:13:22.3","0.15","Ia"
"PS1-13cws","21.48","","","","","Ia"
"PS1-13djj","20.72","","","","","Ia"
"PS1-13djs","21.44","","","","","Ia"
"PS1-13duq","21.64","","","","","Ia"
"PS1-13eao","20.8","-15.3","03:29:56.35","-28:46:17.7","0.038","Ia"
"PS1-13ge","21.49","","","","","Ia"
"PS1-13ur","20.32","","","","","Ia"
"PS1-13vc","20.67","","","","","Ia"
"PSc210027","22.86","-19.384","22:17:11.892","+01:04:34.96","0.58716","Ia"
"PSc500007","22.68","-18.2063","14:12:16.104","+51:55:35.21","0.32049","Ia"
"PSc500394","22.91","-19.3684","12:19:02.562","+47:54:17.74","0.59633","Ia"
"PSN J01340299-0104458","16.3","-17.899","01:34:02.99","-01:04:45.8","0.015561","Ia"
"PSN J02263653+1208555","16","-19.5","02:26:36.53","+12:08:55.5","0.028","Ia"
"PSN J02451711+4213503","16.8","-19","02:45:17.11","+42:13:50.3","0.03","Ia-91T"
"PSN J03055989+0432382","17.2","","03:05:59.89","+04:32:38.2","","Ia"
"PSN J04173792+3617317","16","-18.61","04:17:37.92","+36:17:31.7","0.0188","Ia"
"PSN J04561965-1548027","16.1","-18.4636","04:56:19.65","-15:48:02.7","0.018393","Ia"
"PSN J07250042+2347030","17","-17.558","07:25:00.42","+23:47:03.0","0.018346","Ia"
"PSN J07325276+2929530","17.8","","07:32:52.76","+29:29:53.0","","Ia-91T"
"PSN J07562525+2700488","16","-18.937","07:56:25.25","+27:00:48.8","0.02182","Ia"
"PSN J09475974+5031082","17.5","-19","09:47:59.74","+50:31:08.2","0.05","Ia"
"PSN J12533306+2742517","19.2","-18.9","12:53:33.06","+27:42:51.7","0.092","Ia"
"PSN J15024996+4847062","16.1","-19.231","15:02:49.96","+48:47:06.2","0.026138","Ia"
"PSN J17143828+4340517","17.1","","17:14:38.28","+43:40:51.7","","Ia"
"PSN J17194328-7721305","14.4","-19","17:19:43.27,17:19:43.28","-77:21:30.4,-77:21:30.5","0.009","Ia"
"PSN J20540830-7820035","17.1","-19","20:54:08.30","-78:20:03.5","0.03","Ia"
"PSN J21253403-4016432","15.8","-18.6","21:25:34.02,21:25:34.03","-40:16:43.3,-40:16:43.2","0.017","Ia"
"PSN J22154081-4551086","14.3","-18","22:15:40.81","-45:51:08.6","0.006","Ia"
"PSN MACSJ1115.2+5320","22.6","-19.13","11:15:14.86","+53:19:54.3","0.466","Ia"
"PSN MACSJ1621.3+3810","22.6","","16:21:30.42","+38:08:56.5","","Ia"
"PTF10aaea","20.7","-18.6","23:27:23.42","+07:59:20.5","0.16","Ia"
"PTF10guz","19.9","","12:49:22.81","-06:23:51.3","","Ia Pec"
"PTF10htz","20.5","-15.48","13:08:37.52","+79:47:13.2","0.0352","Ia"
"PTF10jop","18.8","","21:29:31.42","+02:52:46.4","","Ia"
"PTF10slu","19.8","-18.59","22:49:47.50","+03:19:58.2","0.105","Ia"
"PTF10tky","20.3","-18.2","16:58:58.75","+34:08:26.8","0.11","Ia"
"PTF10tpw","18.8","-19.71","22:54:04.92","-13:01:53.6","0.111","Ia"
"PTF10ulk","20.1","-19.64","21:40:38.66","-11:13:55.9,-01:13:55.9","0.192","Ia"
"PTF10urj","19.9","-18.49","00:47:45.15","+39:44:39.9","0.105","Ia"
"PTF10vyl","18.5","-20","23:51:07.76","-03:35:33.1","0.1","Ia"
"PTF10vyv","18.3","-19.3","01:40:01.08","-08:02:42.5","0.074","Ia"
"PTF10wnt","18.5","-19.1","01:42:10.01","-08:47:39.1","0.074","Ia"
"PTF10woa","17.8","-19.2","09:35:40.93","+23:19:06.1","0.057","Ia"
"PTF10wyq","19.3","-18","01:18:24.89","+19:26:46.2","0.08","Ia"
"PTF10xel","19.6","-19.61","22:28:49.87","+34:43:23.3","0.152","Ia"
"PTF10xes","20.3","-19","00:16:30.80","+02:36:48.5","0.16","Ia"
"PTF10xgc","18.7","-18","16:47:29.88","+24:20:34.5","0.048","Ia"
"PTF10xgp","20.5","-13","04:16:50.300,04:16:50.30","+01:51:39.20","0.01","Ia"
"PTF10xgx","19.8","-19.2","00:12:23.15","+02:30:44.1","0.14","Ia"
"PTF10xhs","19.8","-20.06","00:03:05.53","+12:08:02.5","0.203","Ia"
"PTF10xij","18.6","-19.77","03:43:59.58","-17:59:18.4","0.104","Ia"
"PTF10xjm","19.1","-20.2","02:04:16.96","+03:58:43.3","0.158","Ia"
"PTF10xjy","18.8","-19.85","23:46:24.900,23:46:24.9","+22:48:54.40","0.118","Ia"
"PTF10xsk","20.7","-17.8","22:43:51.430,22:43:51.43","+22:29:21.80","0.11","Ia"
"PTF10xvh","19.2","-19.21","04:28:52.12","-09:22:38.9","0.106","Ia"
"PTF10xxw","17.6","-21.3","16:40:59.71","+58:31:40.6","0.13","Ia"
"PTF10xyy","19.8","-19.2","04:45:55.65","-08:44:44.7","0.14","Ia"
"PTF10yad","20.2","-18.8","22:52:16.72","+04:11:06.5","0.14","Ia"
"PTF10ydz","19.7","-19","02:50:28.10","+15:42:00.9","0.12","Ia"
"PTF10yhj","19.1","-19.9","21:31:25.32","+03:39:43.8","0.14","Ia"
"PTF10zcd","20.1","-18.8","01:08:32.97","+16:30:10.6","0.132","Ia"
"PTF10zhi","20.3","-18.6","01:32:24.29","+21:27:21.0","0.13","Ia"
"PTF11aad","19.9","-18.6","09:12:09.84","+61:42:08.6","0.11","Ia"
"PTF11abm","20.1","-18.6","09:51:17.66","+68:33:49.2","0.12","Ia"
"PTF11aff","20.3","-19.4","07:54:41.35","+27:20:57.3","0.19","Ia"
"PTF11aif","20.2","-18.8","02:02:14.97","+32:49:36.3","0.138","Ia"
"PTF11aig","20.5","-19","08:07:31.30","+16:27:09.2","0.2","Ia"
"PTF11aii","19.9","-18.8","11:05:19.04","+46:13:47.3","0.12","Ia"
"PTF11aik","20.6","-18.76","08:09:02.88","+57:19:16.1","0.162","Ia"
"PTF11aki","20","-18.9","07:52:18.64","+26:27:39.6","0.13","Ia"
"PTF11alg","20.3","-18.9","02:49:27.16","+40:17:19.5","0.15","Ia"
"PTF11biv","17.9","-18.8","17:08:33.90","+22:04:15.9","0.048","Ia"
"PTF11bkf","17.9","-19","14:21:31.35","+23:56:53.3","0.05","Ia"
"PTF11bnf","16.9","-18.2","16:04:44.82","+49:27:28.2","0.024","Ia"
"PTF11bof","18.4","-16.9","15:53:04.73","+20:38:09.5","0.026","Ia"
"PTF11bop","19.2","-19.3","15:03:02.69","+31:31:54.5","0.11","Ia"
"PTF11bqc","20.5","-17.3","09:37:09.82","+23:00:33.8","0.081","Ia"
"PTF11bup","19.6","-18.4","09:46:43.74","+21:35:20.1","0.089","Ia"
"PTF11caz","20.6","-19.14","15:43:46.30,15:43:46.3","+37:18:44.4,+31:18:44.4","0.192","Ia"
"PTF11cbq","19.4","-19.3","15:39:08.91","+34:36:03.0","0.12","Ia"
"PTF11cdo","18.9","-20.22","16:25:35.42","+33:32:01.6","0.146","Ia"
"PTF11cey","19.8","-19.1","16:40:57.39","+23:07:44.0","0.13","Ia"
"PTF11cfm","18.5","-19.5","17:15:42.77","+21:56:27.6","0.088","Ia"
"PTF11cfr","18.9","-19","08:30:41.18","+18:05:13.2","0.09","Ia"
"PTF11cji","18.6","-19.4","12:44:34.28","+07:37:26.3","0.088","Ia"
"PTF11cmg","19.8","-18","11:19:31.93","+54:33:48.2","0.1","Ia"
"PTF11cmp","20.6","-17.97","11:14:20.12","+52:48:44.0","0.114","Ia"
"PTF11cmv","19.2","-19.63","12:27:20.60","+12:58:18.6","0.128","Ia"
"PTF11cmw","20.1","-17","11:58:58.13","+56:11:19.1","0.06","Ia"
"PTF11cnc","19.2","-18.3","12:39:01.25","+08:50:23.5","0.071","Ia"
"PTF11cnx","20.5","-18.5","13:56:51.08","+20:53:30.1","0.14","Ia"
"PTF11crr","20.1","-18.8","14:12:39.82","+07:58:57.5","0.13","Ia"
"PTF11cve","19.8","-18.9","12:53:30.41","-10:01:59.9","0.12","Ia"
"PTF11cxs","18.8","-19.9","14:37:35.77","+24:15:29.0","0.12","Ia"
"PTF11cyp","20.9","-18.4","13:08:36.95","+21:36:19.9","0.16","Ia"
"PTF11czz","20.2","-17.7","12:26:59.61","+05:44:21.5","0.083","Ia"
"PTF11daj","21.4","-17.01","10:00:40.05","+02:09:18.1","0.106","Ia"
"PTF11dej","19.6","-18.2","14:15:54.34","+30:22:09.9","0.082","Ia"
"PTF11dfv","18.4","-20.56","16:40:47.84","+27:54:19.9","0.136","Ia"
"PTF11dhw","19.4","-19.8","14:38:33.27","+29:37:18.0","0.15","Ia"
"PTF11dif","17.6","-19.5","14:15:52.07","+35:44:24.0","0.059","Ia"
"PTF11dll","19.5","-19.73","16:00:40.84","+58:19:02.8","0.153","Ia"
"PTF11dlp","20.7","-17","16:59:01.69","+38:07:44.5","0.09","Ia"
"PTF11dmi","19.5","-19","16:43:54.65","+26:31:54.5","0.1","Ia"
"PTF11dqf","19.6","-19.74","16:54:17.31","+27:21:54.5","0.161","Ia"
"PTF11drd","20.4","-19.25","16:42:53.73","+33:45:06.5","0.185","Ia"
"PTF11drz","16.8","","14:09:03.15","+32:24:56.2","","Ia"
"PTF11dsa","20.6","-18.7","16:12:11.22","+29:35:25.0","0.16","Ia"
"PTF11dsb","20.1","-19.6","16:18:35.61","+32:41:48.6","0.19","II"
"PTF11dsn","20.4","-18.8","15:55:41.06","+29:37:13.8","0.15","Ia"
"PTF11dwn","19.5","-20.1","14:24:22.25","+34:48:33.8","0.181","Ia"
"PTF11egb","19.3","-19.6","18:42:47.95","+47:33:40.0","0.132","Ia"
"PTF11egs","19.1","-19.78","15:35:39.57","+22:59:06.6","0.131","Ia"
"PTF11eid","20.4","-19","15:44:25.63","+16:41:53.7","0.2","Ia"
"PTF11eie","16.7","","15:14:12.11","+20:46:32.4","","Ia"
"PTF11ein","20.1","-18.6","14:54:36.69","+22:28:08.2","0.12","Ia"
"PTF11elc","22","-18","15:14:46.10","+28:53:47.3","0.2","Ia"
"PTF11elh","18.9","-19","13:27:44.64","+47:22:58.1","0.09","Ia"
"PTF11eql","20.3","-17.6","12:26:35.82","+08:37:16.0","0.085","Ia"
"PTF11erh","20.6","-18.38","16:21:12.87","+37:59:58.4","0.137","Ia"
"PTF11fjw","20.9","-18.85","14:05:06.26,14:05:06.24","+35:26:19.1,+35:26:18.96","0.193","Ia"
"PTF11foq","22.1","-17.9","16:53:56.45","+26:46:43.3","0.22","Ia"
"PTF11fqf","18.9","-20.1","14:11:40.09","+59:41:22.6","0.14","Ia"
"PTF11fqh","19.9","-19.8","15:52:55.48","+41:57:59.1","0.19","Ia"
"PTF11fqj","20.3","-19.341","16:02:19.41","+41:30:58.0","0.1841","Ia"
"PTF11fsv","19.3","-19.4","20:58:53.70","-03:59:41.8","0.12","Ia"
"PTF11ftp","19.5","-19.4","23:45:00.90","+30:26:57.9","0.13","Ia"
"PTF11ftz","20.3","-18.4","21:54:41.83","-01:17:04.2","0.12","Ia"
"PTF11fuz","19.1","-19","17:14:48.16","+65:28:37.4","0.1","Ia"
"PTF11fvq","19.9","-18","00:37:39.81","+40:40:43.3","0.08","Ia"
"PTF11fwe","19.1","-17.8","16:52:16.96","+27:21:58.0","0.054","Ia"
"PTF11fxh","19.3","-19.607","21:35:17.32","+04:43:09.2","0.1325","Ia"
"PTF11gal","20.3","-18.9","13:29:26.92","+47:52:05.5","0.15","Ia"
"PTF11gbd","20.2","-19.1","17:17:15.28","+55:59:11.5","0.16","Ia"
"PTF11gcb","20.3","-19.4","16:32:05.74","+25:47:01.8","0.19","Ia"
"PTF11gcd","20","-19.2","15:00:26.46","+01:19:37.4","0.15","Ia"
"PTF11gdm","20.2","-18.88","16:56:23.70","+41:30:15.1","0.143","Ia"
"PTF11ghq","21.9","-17.55","17:11:25.59","+26:07:36.4","0.169","Ia"
"PTF11gjn","20.9","-19.44","14:06:57.11","+55:04:30.9","0.251","Ia"
"PTF11gjo","21.4","-18.6","16:33:20.83","+33:08:17.1","0.22","Ia"
"PTF11gnj","20.4","-18.48","16:37:27.30","+27:10:11.6","0.131","Ia"
"PTF11hfu","19.4","-16.7","21:21:13.83","+02:19:11.9","0.038","Ia"
"PTF11htb","18.9","-17.82","21:55:37.06,21:55:37.01","+00:41:32.2,+00:41:29.4","0.0493,0.0493","Ia"
"PTF11icm","18.2","-20","14:00:59.44","+52:52:17.5","0.08","Ia"
"PTF11iho","18.5","-19","17:37:06.46","+34:29:21.7","0.07","Ia"
"PTF11iid","20","-17","17:48:07.75","+57:45:58.1","0.07","Ia"
"PTF11ijp","18.8","-20.08","21:47:11.14","-01:13:03.3","0.131","Ia"
"PTF11ikv","18.9","-19.67","22:34:22.46","+27:37:38.4","0.114","Ia"
"PTF11ilj","19.9","-18","00:35:44.05","+38:40:06.6","0.1","Ia"
"PTF11imf","19.6","-19.1","02:41:45.35","+40:02:19.5","0.12","Ia"
"PTF11ipz","19.3","-20.07","21:25:04.40","-03:50:33.0","0.163","Ia"
"PTF11ivb","18.8","-19","00:37:30.71","+02:54:41.7","0.07","Ia"
"PTF11ixp","19.4","-19.84","23:05:25.14","+16:07:22.6","0.154","Ia"
"PTF11izs","20","-17.6","17:10:46.82","+39:08:32.7","0.075","Ia"
"PTF11jar","19.1","-19.4","16:46:11.90","+54:34:03.0","0.11","Ia"
"PTF11jaz","20.3","-19","16:44:55.93","+38:36:39.6","0.16","Ia"
"PTF11jba","20.5","-18.8","16:35:53.42","+22:09:05.3","0.16","Ia"
"PTF11jct","19.1","-19","01:53:20.68","+27:04:06.5","0.1","Ia"
"PTF11jfm","18.1","-19","18:16:04.39","+24:05:11.3","0.06","Ia"
"PTF11jle","19.4","-20.6","21:11:02.06","-01:07:08.3","0.22","Ia"
"PTF11jlf","20.7","-19","17:15:49.27","+45:30:46.9","0.2","Ia"
"PTF11jpv","19.8","-19.78","21:57:17.71","+03:32:09.7","0.179","Ia"
"PTF11jzd","21.6","-18.6","17:35:10.81","+34:30:26.2","0.24","Ia"
"PTF11kaw","19","-19","23:10:53.62","+13:21:22.7","0.08","Ia"
"PTF11kdc","19.6","-19.36","00:24:11.28","+28:58:06.1","0.136","Ia"
"PTF11kdk","18","-18","17:15:32.29","+30:53:36.3","0.03","Ia"
"PTF11kdw","20.6","-17.79","00:57:02.97","-26:53:01.6","0.105","Ia"
"PTF11kgl","19.7","-18.91","22:51:28.93","+17:14:25.1","0.116","Ia"
"PTF11kiu","18","-18.9","22:18:55.10","+26:45:34.3","0.054","Ia"
"PTF11kjl","19.7","-18.8","17:24:42.68","+73:20:59.3","0.11","Ia"
"PTF11kjr","17.1","-19.43","01:41:43.04","+13:40:34.9","0.0452","Ia"
"PTF11kju","17","-18.5","02:55:11.98","-00:11:01.6","0.028","Ia"
"PTF11kkd","18.9","-19","20:42:57.35","-10:16:36.1","0.08","Ia"
"PTF11klp","20.4","-19.11","22:17:28.41","+18:17:03.5","0.174","Ia"
"PTF11kml","18.6","-19.2","02:01:03.29","+32:57:31.2","0.082","Ia"
"PTF11kod","20.9","-18.79","17:27:37.98","+60:35:16.6","0.188","Ia"
"PTF11kpn","20.2","-19.4","17:24:10.91","+43:03:12.4","0.18","Ia"
"PTF11kqm","20","-18.79","16:39:09.59","+36:43:49.0","0.126","Ia"
"PTF11kqv","19.6","-19","23:21:53.16","+32:49:40.5","0.1","Ia"
"PTF11kya","20","-19.5","16:41:49.98","+33:52:32.9","0.17","Ia"
"PTF11lbc","20.2","-19","22:56:14.70","+32:48:54.0","0.15","Ia"
"PTF11lcf","20.3","-20","21:58:39.97","+24:41:36.7","0.2","Ia"
"PTF11lev","20.7","-17.89","17:52:44.92","+46:32:32.3","0.115","Ia"
"PTF11liu","20.6","-18.3","17:36:20.52","+38:15:36.5","0.13","Ia"
"PTF11lms","20.5","-18","23:23:50.37","+25:08:29.3","0.11","Ia"
"PTF11lmz","18.9","-18.31","16:41:50.00,16:41:49.92","+37:31:02.7,+37:31:02.64","0.0615","Ia"
"PTF11lnb","21.7","-15","01:50:40.90","+21:02:47.0","0.05","Ia"
"PTF11lnq","21","-18.2","17:12:47.18","+53:20:18.5","0.15","Ia"
"PTF11lpv","19.7","-19.54","08:30:18.93","+72:50:11.1","0.154","Ia"
"PTF11mfy","17.7","-19.6","21:17:16.45","+01:24:34.8","0.065","Ia"
"PTF11mke","19","-17","23:41:24.12","+25:24:53.9","0.035","Ia"
"PTF11mpa","16","-19.8","17:05:11.64","+43:54:02.7","0.032","Ia"
"PTF11mtf","20.4","-19.2","15:58:57.60","+58:07:13.9","0.18","Ia"
"PTF11muc","19.9","-18.43","02:01:51.87","-05:13:55.9","0.102","Ia"
"PTF11muf","20.7","-17.91","01:47:31.62","+27:21:28.1","0.116","Ia"
"PTF11mvg","20","-18.7","21:56:24.78","+11:16:19.7","0.12","Ia"
"PTF11mzs","20.5","-18.8","17:38:03.51","+38:33:55.3","0.16","Ia"
"PTF11ncy","20.1","-19.44","17:53:11.70","+53:40:06.7","0.176","Ia"
"PTF11nga","19.8","-18","21:30:05.72","+03:30:54.4","0.09","Ia"
"PTF11nvm","21.9","-17.37","00:49:11.79","+38:47:58.7","0.156","Ia"
"PTF11ogy","19.4","-19","22:48:17.73","+18:09:22.7","0.1","Ia"
"PTF11oqn","18.9","-19.2","21:17:53.01","+12:51:06.0","0.094","Ia"
"PTF11owc","18.2","-19","09:16:10.05","+49:37:30.7","0.07","Ia"
"PTF11oyn","19.7","-18.97","22:10:14.00","-00:50:57.5","0.119","Ia"
"PTF11ozd","19","-19.2","22:07:36.79","-00:36:26.4","0.096","Ia"
"PTF11paw","21.3","-18.42","00:39:02.06","+42:01:04.6","0.191","Ia"
"PTF11pdi","21.7","-17.66","01:53:36.63","+20:51:21.2","0.162","Ia"
"PTF11pdk","19.6","-18","08:02:13.57","+67:30:43.8","0.08","Ia"
"PTF11pdl","22.3","-18.14","00:49:15.81","+40:02:59.6","0.263","Ia"
"PTF11pfm","20","-17.77","21:44:13.79,21:44:13.80","+00:56:34.1","0.0795,0.0797","Ia"
"PTF11pfp","20","-19.3","01:59:35.01","+05:58:19.6","0.16","Ia"
"PTF11pfx","20.6","-18","18:03:27.53","+32:19:27.0","0.1","Ia"
"PTF11phk","19.7","-17.9","00:23:56.70","+29:31:18.1","0.073","Ia"
"PTF11phm","19.4","-20.1","02:01:42.59","+27:45:21.0","0.173","Ia"
"PTF11ppn","19.9","-18","21:35:21.93","+26:56:04.7","0.07","Ia"
"PTF11pzq","20","-19.21","01:40:38.01","-06:30:28.8","0.152","Ia"
"PTF11qbk","19","-19","01:28:29.91","-10:51:58.6","0.1","Ia"
"PTF11qbq","18.3","-19","02:09:51.63","-10:01:28.2","0.08","Ia"
"PTF11qcl","19.9","-18","22:07:48.84","+08:15:11.7","0.085","Ia"
"PTF11qgy","19.5","-18","23:51:22.89","-08:35:03.5","0.08","Ia"
"PTF11qko","18.1","-18.9","08:07:24.82","+46:35:34.9","0.056","Ia"
"PTF11qmn","17.7","-20","02:30:24.85","-04:34:30.3","0.08","Ia"
"PTF11qpg","18.7","-19.04","00:47:23.90","-26:49:03.0","0.0783","Ia"
"PTF11qrv","19.8","-17.93","23:46:46.16","-03:20:53.5","0.0778","Ia"
"PTF11qtq","20.8","-18.4","01:55:07.88","+06:35:08.7","0.15","Ia"
"PTF11quu","18.8","-19.1","12:29:55.63","+10:48:10.5","0.086","Ia"
"PTF11qvc","19.1","-19.6","13:20:53.60","+42:49:01.6","0.12","Ia"
"PTF11qvh","18.2","-20.72","11:44:53.42","+19:33:44.9","0.133","Ia"
"PTF11rem","18.3","-19.45","23:53:45.77","-10:33:51.0","0.0787","Ia"
"PTF11rkd","19.9","-19.21","01:32:49.46","-00:08:33.3","0.145","Ia"
"PTF11rly","19.5","-19","12:58:17.01","-09:52:00.5","0.1","Ia"
"PTF11rmb","17.9","-19","10:05:26.35","-06:09:24.0","0.06","Ia"
"PTF11rpc","19.9","-19.18","09:15:47.00","+49:28:20.1","0.143","Ia"
"PTF11rpj","19.2","-19","08:49:39.21","+11:03:29.9","0.08","Ia"
"PTF11rrq","20","-17.9","12:24:02.86","+12:26:05.8","0.083","Ia"
"PTF12abl","18.6","-20.3","10:43:22.43","+12:52:24.3","0.13","Ia"
"PTF12aki","18.5","-18.8","10:21:34.93","+05:18:24.6","0.064","Ia"
"PTF12alp","17","-18.07","13:07:39.48","+06:20:08.9","0.0232","Ia"
"PTF12aob","19.5","-18.41","07:48:04.92","+37:10:27.8","0.0845","Ia"
"PTF12art","18.5","-18.5","17:05:54.34","+04:51:42.5","0.055","Ia"
"PTF12ass","20.2","-17.4","15:10:05.22","+01:12:58.2","0.073","Ia"
"PTF12ast","20","-19.3","12:51:52.24","+38:31:29.7","0.16","Ia"
"PTF12ax","20","-18.5","08:46:28.58","+27:24:55.9","0.11","Ia"
"PTF12bmr","17.9","-19.4","12:00:05.95","+52:51:24.4","0.064","Ia"
"PTF12bnb","19.2","-19","12:30:56.74","+09:29:17.9","0.09","Ia"
"PTF12bod","19.5","-18.7","17:31:25.84","+31:15:23.1","0.096","Ia"
"PTF12box","18.4","-18.9","13:52:10.49","+46:28:20.7","0.063","Ia"
"PTF12brj","20.3","-18.58","16:58:08.72","+30:28:19.5","0.131","Ia"
"PTF12bsa","19.8","-18","13:42:52.14","+22:29:47.8","0.09","Ia"
"PTF12btr","19.5","-19.2","12:45:43.57","-27:22:36.3","0.12","Ia"
"PTF12bvz","19.5","-20.12","12:26:50.73","+10:09:55.2","0.182","Ia"
"PTF12bwc","19.9","-18.57","12:40:08.11","+09:47:50.3","0.109","Ia"
"PTF12ccx","19.5","-17.5","15:51:02.60","+37:02:59.4","0.056","Ia"
"PTF12ccy","19.6","-18.3","15:53:07.38","+36:58:23.4","0.085","Ia"
"PTF12ccz","18.1","-18.23","16:03:42.04","+36:59:44.2","0.0412","Ia"
"PTF12cdd","20.1","-20","13:47:57.40","+35:54:40.7","0.2","Ia"
"PTF12cdq","20.4","-19.3","12:57:20.51","+35:36:23.8","0.19","Ia"
"PTF12cgc","19.2","-19","13:25:01.19","+45:11:38.0","0.09","Ia"
"PTF12chm","19.4","-19.38","15:08:42.90","+49:37:40.4","0.125","Ia"
"PTF12cia","19.6","-19.4","12:50:07.96","+47:13:31.8","0.14","Ia"
"PTF12cks","17.3","-20","14:22:44.18,14:22:44.16","+34:15:16.3,+34:15:16.2","0.063","Ia"
"PTF12cnl","19.1","-17.5","13:11:07.30","+39:04:55.6","0.047","Ia"
"PTF12csi","18.8","-18.08","16:47:13.82","+33:18:20.5","0.0529","Ia"
"PTF12cyd","20.2","-19.3","13:36:06.69","+34:46:22.3","0.17","Ia"
"PTF12dcg","20","-18.59","12:38:22.36","+38:39:49.6","0.115","Ia"
"PTF12dem","20.6","-19","16:35:16.77","+37:28:57.0","0.2","Ia"
"PTF12dgy","20.4","-19.2","16:16:17.42","+40:40:28.3","0.18","Ia"
"PTF12dhk","19.5","-18","13:15:11.16,13:15:11.07","+53:16:54.1,+53:16:54.0","0.07","Ia"
"PTF12dhv","20.3","-18.7","12:31:01.99","+53:36:15.9","0.14","Ia"
"PTF12dja","20","-19.41","13:27:10.84","+60:40:24.8","0.166","Ia"
"PTF12dlz","16.8","-19","13:43:18.92","+61:48:25.4","0.0324","Ia"
"PTF12dsu","20.3","-18.9976","14:46:19.12","+43:38:45.0","0.157882","Ia"
"PTF12dxf","19.8","","15:52:23.49","+45:19:32.2","","Ia"
"PTF12dyr","19.9","-19.1","15:46:36.63","+50:27:52.9","0.14","Ia"
"PTF12dyv","18.9","-19.8","12:31:33.30","+55:20:24.0","0.12","Ia"
"PTF12eab","20.2","-19.1","13:25:34.51","+43:21:45.5","0.16","Ia"
